Count,AirplaneID,Source,Destination,DepartureTime,ArrivalTime,RunningStatus,NumOfStops,Fare
6044,Boeing 747,VOSM,VOTR,14:15,07:43,Delayed,3,9390
6045,Airbus A319,VIGR,VIDP,08:42,00:19,Cancelled,0,12542
6046,Boeing 787,VICG,VASD,00:31,20:59,On Time,1,18456
6047,Airbus A332,VABM,VOCI,15:19,01:21,Delayed,2,28895
6048,Embraer ERJ155,VEJP,VECC,03:13,14:28,On Time,3,18770
6049,Boeing 737,VAKE,VAPR,01:04,05:10,On Time,3,10528
6050,Airbus A320,VOTJ,VARK,23:31,23:55,On Time,0,39160
6051,Boeing 727,VEJT,VOML,10:55,02:16,On Time,0,39720
6052,Airbus A319,VAAK,VOCP,08:39,16:17,Cancelled,3,11035
6053,Airbus A319,VAOZ,VAND,13:53,09:36,Cancelled,0,14529
6054,Boeing 737,VAID,VIKO,21:38,00:11,Delayed,1,48502
6055,Embraer ERJ145,VEBG,VAUD,15:33,08:36,Cancelled,1,6705
6056,Boeing 727,VIBN,VABB,11:06,06:39,On Time,0,36154
6057,Airbus A321,VOKN,VIAL,18:01,11:40,Cancelled,0,25140
6058,Embraer ERJ155,VIDP,VEJT,10:20,15:22,On Time,1,7225
6059,Embraer ERJ155,VAAH,VOTR,19:58,06:51,Cancelled,3,44826
6060,Boeing 737,VO55,VABM,02:22,07:25,On Time,0,29762
6061,Boeing 727,VOMY,VIJU,07:28,08:09,On Time,0,20948
6062,Embraer ERJ155,VOHS,VOCP,09:35,21:40,On Time,0,33874
6063,Boeing 737,VOML,VEKU,00:43,14:28,Cancelled,0,31418
6064,Boeing 737,VOML,VILH,01:05,16:32,On Time,3,20749
6065,Embraer ERJ155,VAID,VARK,01:46,06:14,On Time,1,8564
6066,Airbus A319,VAAH,VEBI,12:49,13:18,Cancelled,3,40467
6067,Boeing 747,VANP,VIBY,21:30,18:03,On Time,0,44362
6068,Embraer ERJ165,VAAU,VEDZ,01:44,15:32,On Time,2,44562
6069,Airbus A321,VILH,VIKO,10:48,04:47,Cancelled,0,21493
6070,Boeing 727,VOTV,VAUD,08:50,15:36,On Time,1,38978
6071,Boeing 707,VEMR,VIDN,20:37,06:08,On Time,3,17694
6072,Boeing 747,VEJS,VELP,21:12,23:25,On Time,0,5207
6073,Airbus A321,VEMR,VEJS,23:35,06:13,On Time,1,23036
6074,Boeing 727,VOSM,VORY,06:11,12:47,Cancelled,1,6543
6075,Embraer ERJ165,VIAR,VOTR,03:48,02:14,On Time,3,18005
6076,Embraer ERJ155,VOWA,VARP,21:10,12:16,Delayed,1,43406
6077,Embraer ERJ165,VIAR,VAID,15:57,13:23,Cancelled,0,45571
6078,Boeing 727,VIBN,VEBI,04:34,05:04,On Time,0,6281
6079,Embraer ERJ165,VIJU,VOKN,09:28,16:56,Delayed,1,38958
6080,Airbus A320,VA1P,VABM,18:43,21:12,On Time,1,39903
6081,Embraer ERJ165,VOMM,VAPO,00:41,17:09,On Time,0,11119
6082,Airbus A332,VERC,VORY,06:57,14:22,On Time,0,16248
6083,Boeing 787,VABM,VIGR,15:12,04:43,On Time,1,46710
6084,Airbus A332,VOBI,VICG,03:21,22:48,On Time,0,5744
6085,Airbus A332,VELR,VIJO,20:30,11:11,On Time,0,24409
6086,Embraer ERJ145,VARK,VEJS,20:03,07:51,Cancelled,1,30687
6087,Airbus A321,VOMD,VOPN,23:10,04:09,Cancelled,2,14585
6088,Airbus A320,VABO,VISR,15:12,11:20,Delayed,3,43652
6089,Embraer ERJ155,VORG,VOPB,22:56,01:14,On Time,2,12357
6090,Airbus A321,VILK,VA1P,19:31,11:24,Delayed,2,46275
6091,Boeing 737,VEAT,VOPC,05:10,06:27,Delayed,1,13434
6092,Boeing 737,VA1P,VAAU,00:24,02:31,Cancelled,0,49307
6093,Boeing 787,VO80,VOCI,22:55,05:40,Cancelled,0,24502
6094,Embraer ERJ145,VA1G,VIBN,17:43,20:06,On Time,1,49818
6095,Embraer ERJ145,VIDP,VEPT,22:22,22:09,Cancelled,0,35784
6096,Boeing 787,VIBN,VEKW,18:52,13:29,On Time,1,27407
6097,Boeing 787,VABI,VEBI,13:53,01:16,Cancelled,0,31933
6098,Embraer ERJ145,VEPG,VAID,12:06,21:50,Delayed,0,6206
6099,Airbus A320,VOPN,VOBI,04:14,21:38,Delayed,3,19524
6100,Embraer ERJ165,VAOZ,VEJS,20:43,18:13,On Time,0,38613
6101,Boeing 707,VIKO,VOPN,06:32,15:06,Delayed,1,44193
6102,Airbus A332,VAKJ,VOCI,11:51,21:19,On Time,0,13253
6103,Embraer ERJ155,VEAT,VOCL,01:36,16:51,On Time,3,15042
6104,Airbus A321,VIKO,VISR,07:48,14:45,On Time,0,11748
6105,Embraer ERJ145,VICG,VOTR,20:47,19:49,Cancelled,0,33628
6106,Boeing 787,VASD,VOPN,20:21,09:55,Delayed,3,29369
6107,Airbus A320,VOPC,VANP,15:40,22:04,On Time,0,21293
6108,Boeing 737,VAAK,VEDG,21:46,00:36,On Time,2,31062
6109,Airbus A320,VOTV,VILH,07:05,01:43,On Time,1,15545
6110,Boeing 727,VILH,VOKN,23:08,16:06,On Time,1,13221
6111,Airbus A332,VAAU,VO80,12:09,08:47,Cancelled,1,42796
6112,Boeing 727,VEJT,VAID,06:53,05:03,On Time,1,31138
6113,Boeing 727,VAAK,VABV,18:54,21:25,Delayed,1,35725
6114,Boeing 787,VELR,VAKJ,15:42,15:07,On Time,2,40186
6115,Boeing 787,VOTJ,VEMN,10:17,14:54,Cancelled,1,37878
6116,Airbus A321,VOCP,VEMH,09:26,13:19,Cancelled,2,38353
6117,Boeing 727,VEAT,VIJP,04:58,17:46,On Time,2,45198
6118,Embraer ERJ165,VOMY,VAKE,06:39,03:53,On Time,3,40897
6119,Boeing 787,VAGO,VOTV,13:46,02:08,Delayed,0,30435
6120,Airbus A332,VOCL,VIBK,18:32,08:20,On Time,1,42113
6121,Embraer ERJ165,VIBK,VEVZ,16:45,13:33,Delayed,1,13761
6122,Boeing 737,VO55,VEBI,03:34,13:11,Delayed,0,23774
6123,Embraer ERJ165,VOBI,VIJP,06:47,05:50,Cancelled,1,17801
6124,Airbus A321,VAJM,VO55,22:39,17:50,On Time,2,17648
6125,Airbus A321,VIKG,VO55,03:31,07:05,Cancelled,0,24644
6126,Boeing 737,VEJT,VICX,00:44,12:36,Cancelled,2,6636
6127,Airbus A320,VABI,VASD,08:44,15:07,On Time,0,5070
6128,Airbus A321,VEDG,VOBL,16:56,08:12,On Time,1,45153
6129,Boeing 737,VIBK,VIDN,09:07,00:19,Cancelled,0,9764
6130,Airbus A321,VAGO,VOKN,11:44,21:14,Delayed,1,17040
6131,Airbus A320,VAKJ,VEBG,07:34,11:01,On Time,0,27233
6132,Embraer ERJ155,VEJS,VIJU,03:20,16:08,On Time,3,24345
6133,Airbus A321,VAKE,VO55,03:04,01:15,Cancelled,2,45432
6134,Boeing 747,VIBN,VABB,20:41,06:00,Delayed,1,31002
6135,Airbus A320,VOBL,VEDG,06:42,12:57,On Time,1,9986
6136,Airbus A332,VABV,VOML,22:21,23:19,Delayed,1,9519
6137,Embraer ERJ155,VAKE,VARK,19:14,23:42,On Time,0,13234
6138,Airbus A332,VAOZ,VISR,01:25,01:40,Cancelled,1,17799
6139,Boeing 747,VOCB,VOMM,19:15,20:07,Cancelled,1,14959
6140,Boeing 747,VOMD,VIBK,22:22,04:29,On Time,0,8460
6141,Boeing 737,VANP,VIBK,07:14,02:55,On Time,0,46884
6142,Embraer ERJ155,VIDP,VOCB,01:30,04:07,Cancelled,2,45778
6143,Embraer ERJ145,VERC,VASL,15:20,09:45,On Time,3,12404
6144,Airbus A320,VEBS,VEBS,18:32,17:04,On Time,0,14339
6145,Airbus A332,VOWA,VEJS,21:37,23:07,On Time,2,23722
6146,Embraer ERJ155,VEZO,VIJP,11:53,01:03,On Time,1,44196
6147,Boeing 737,VEGK,VOCL,02:25,00:45,On Time,0,30387
6148,Boeing 787,VAAK,VIPK,14:46,03:23,On Time,0,36262
6149,Airbus A321,VABJ,VICG,03:40,11:40,On Time,1,11001
6150,Airbus A320,VIBY,VIBK,05:50,09:50,Cancelled,1,48351
6151,Boeing 747,VIJU,VIJO,05:22,17:19,Cancelled,0,5696
6152,Embraer ERJ165,VOKN,VAND,21:51,06:38,Delayed,1,26686
6153,Embraer ERJ165,VAPR,VABJ,00:09,03:41,Cancelled,0,49556
6154,Embraer ERJ145,VOTV,VEBD,01:13,21:15,Delayed,0,10980
6155,Airbus A332,VIPT,VO80,21:55,12:42,On Time,1,49542
6156,Embraer ERJ155,VEBS,VAAH,09:32,07:33,Cancelled,1,27546
6157,Embraer ERJ145,VOCP,VIAR,20:53,05:55,On Time,0,41708
6158,Airbus A321,VOHY,VAKE,01:02,19:47,On Time,2,41799
6159,Airbus A332,VEDZ,VOHY,07:09,07:34,Delayed,1,35677
6160,Airbus A332,VOPB,VEPT,03:38,12:05,Delayed,2,31613
6161,Boeing 747,VILH,VOTR,10:58,12:08,On Time,2,17885
6162,Boeing 737,VECC,VEDG,05:47,16:42,On Time,2,46592
6163,Embraer ERJ145,VISR,VERC,16:53,18:46,Cancelled,2,11459
6164,Airbus A332,VABM,VASL,17:54,06:12,Delayed,0,41341
6165,Embraer ERJ165,VECC,VILK,08:42,22:19,On Time,0,12856
6166,Embraer ERJ145,VA1G,VIDN,02:23,00:32,Cancelled,0,18348
6167,Boeing 707,VOTR,VABV,07:17,18:18,On Time,0,28420
6168,Boeing 747,VEBI,VAID,21:25,10:27,Delayed,1,18926
6169,Airbus A332,VOWA,VO80,17:54,08:06,Delayed,0,25320
6170,Embraer ERJ145,VAOZ,VIKO,17:21,17:21,Cancelled,1,10074
6171,Boeing 747,VABP,VOHS,03:39,08:27,On Time,1,20807
6172,Boeing 787,VIAR,VILK,22:07,19:20,Cancelled,0,35329
6173,Boeing 727,VARK,VOCP,00:04,22:38,Delayed,2,26296
6174,Embraer ERJ165,VELR,VEBS,14:16,07:11,Cancelled,1,43996
6175,Boeing 707,VA1G,VIJO,09:34,05:46,Delayed,1,23903
6176,Airbus A320,VELP,VOMY,00:19,22:48,On Time,0,47910
6177,Airbus A319,VABO,VECC,17:41,09:57,Cancelled,1,44119
6178,Boeing 787,VOCL,VEZO,00:25,21:21,Delayed,0,41508
6179,Boeing 707,VAAK,VOPN,11:30,00:06,On Time,3,6934
6180,Embraer ERJ155,VOMM,VOCL,23:53,05:20,On Time,0,31215
6181,Airbus A321,VASD,VOBI,20:04,21:31,On Time,0,18628
6182,Airbus A319,VAHB,VASL,03:11,04:50,On Time,0,28979
6183,Boeing 747,VISR,VERC,03:27,06:14,On Time,0,23527
6184,Embraer ERJ145,VICX,VOHS,02:47,00:12,Delayed,1,28137
6185,Boeing 737,VIPK,VIAX,12:48,04:20,On Time,3,21035
6186,Embraer ERJ145,VO55,VAAU,22:23,20:42,On Time,3,32899
6187,Boeing 727,VIPT,VIKG,10:26,00:37,Delayed,0,15374
6188,Embraer ERJ155,VEGK,VEGT,16:55,22:24,On Time,0,45262
6189,Boeing 737,VOTP,VABJ,17:32,21:14,Delayed,0,38292
6190,Airbus A332,VEKW,VOML,23:33,10:46,On Time,0,40712
6191,Embraer ERJ145,VOTV,VEMN,17:42,23:43,Delayed,0,49109
6192,Boeing 707,VEBS,VARK,22:31,14:17,Delayed,3,11389
6193,Boeing 707,VOCB,VIPK,17:54,11:18,On Time,1,32777
6194,Boeing 727,VAHB,VILK,16:51,00:12,On Time,1,32314
6195,Boeing 737,VABV,VEKW,05:43,11:47,On Time,2,22993
6196,Airbus A319,VAGO,VA1P,05:24,19:30,Cancelled,0,47573
6197,Embraer ERJ145,VOCL,VOBI,06:24,11:45,On Time,1,47086
6198,Boeing 707,VOCB,VIJP,10:38,10:55,Delayed,1,38528
6199,Airbus A320,VAPR,VEDZ,03:52,17:04,On Time,2,26034
6200,Boeing 787,VEKU,VAKJ,13:28,22:53,Delayed,1,28741
6201,Airbus A319,VILH,VAUD,03:57,15:18,Cancelled,2,12878
6202,Boeing 707,VIDP,VANP,10:12,11:34,Cancelled,3,15435
6203,Boeing 787,VASL,VORG,15:19,00:06,Cancelled,1,39411
6204,Embraer ERJ165,VOTR,VOBL,04:56,06:10,Cancelled,0,6096
6205,Airbus A319,VIJP,VARK,21:57,13:57,On Time,0,21546
6206,Airbus A319,VOHY,VIJP,20:08,10:46,On Time,0,37251
6207,Boeing 707,VOCB,VOWA,08:10,12:41,On Time,1,48764
6208,Embraer ERJ165,VICX,VEJT,04:49,21:17,On Time,0,6607
6209,Boeing 787,VOCL,VOWA,05:31,08:02,Delayed,0,32663
6210,Boeing 727,VIDP,VOCB,19:34,01:22,On Time,1,8882
6211,Boeing 727,VABO,VEKW,20:37,23:42,On Time,0,32733
6212,Boeing 727,VANP,VEMN,15:20,07:57,On Time,1,31136
6213,Airbus A319,VECC,VELP,23:46,19:36,On Time,3,40041
6214,Airbus A332,VABI,VORG,09:02,13:13,On Time,1,35672
6215,Airbus A321,VEPG,VEBI,19:15,08:59,Cancelled,0,19906
6216,Boeing 747,VOTP,VOKN,22:03,10:11,Delayed,2,43296
6217,Embraer ERJ145,VARK,VOTR,05:37,06:04,Cancelled,1,8238
6218,Boeing 747,VEZO,VEBG,18:27,20:29,On Time,0,47504
6219,Boeing 727,VAOZ,VANP,13:26,21:46,On Time,1,25082
6220,Boeing 707,VEMR,VEDG,20:24,12:24,On Time,3,24204
6221,Embraer ERJ155,VEGT,VECC,12:29,06:49,Delayed,1,34806
6222,Airbus A321,VEBI,VA1P,16:39,21:28,On Time,0,28016
6223,Embraer ERJ155,VOBL,VICG,21:51,18:57,On Time,0,43288
6224,Airbus A321,VAGO,VICX,08:58,08:46,On Time,0,41775
6225,Airbus A320,VEPG,VAJM,03:30,03:08,Cancelled,1,44871
6226,Boeing 787,VEBS,VEBD,08:46,19:59,On Time,3,29757
6227,Boeing 737,VEVZ,VOTJ,01:30,20:41,Cancelled,0,37305
6228,Boeing 727,VAAK,VOWA,06:43,13:02,On Time,0,17642
6229,Embraer ERJ145,VEJS,VERC,15:44,21:23,Cancelled,0,20750
6230,Airbus A321,VOPC,VAUD,12:44,14:16,On Time,0,26405
6231,Boeing 787,VOTJ,VAAK,08:07,06:17,On Time,3,46875
6232,Boeing 787,VIBK,VARP,13:01,12:09,On Time,2,42815
6233,Airbus A319,VAKE,VEPT,02:57,06:03,Delayed,1,16133
6234,Airbus A321,VAPR,VORG,09:37,11:38,Cancelled,3,26628
6235,Embraer ERJ165,VO55,VOWA,04:09,06:43,Cancelled,0,29094
6236,Embraer ERJ165,VAAU,VAAK,06:13,04:04,Delayed,1,20301
6237,Airbus A321,VOHY,VIGR,14:05,19:14,Cancelled,0,34429
6238,Boeing 747,VOCP,VECC,12:24,18:07,On Time,3,28558
6239,Airbus A319,VAAU,VASL,10:31,02:09,On Time,1,10250
6240,Boeing 787,VEPG,VASL,17:12,06:13,On Time,2,17419
6241,Airbus A321,VEBS,VORG,00:48,04:30,Delayed,0,31529
6242,Airbus A319,VICG,VAAU,05:43,01:43,Delayed,0,48877
6243,Airbus A319,VEMR,VIDP,14:54,11:27,Cancelled,0,33064
6244,Embraer ERJ155,VEMH,VO80,02:33,14:28,On Time,0,17530
6245,Embraer ERJ155,VOBL,VOTV,09:47,04:12,Delayed,0,31608
6246,Boeing 747,VABM,VOPC,12:01,12:05,On Time,3,49359
6247,Embraer ERJ165,VOMY,VOTV,17:58,17:37,On Time,0,14234
6248,Airbus A320,VABJ,VOML,00:08,02:29,Delayed,2,15582
6249,Airbus A321,VAPR,VOHS,23:37,16:23,Cancelled,1,17229
6250,Boeing 737,VEBI,VIJO,03:33,02:50,Cancelled,0,5995
6251,Boeing 747,VOTJ,VAPO,12:15,06:43,Cancelled,3,34600
6252,Airbus A319,VIBN,VEMN,07:35,01:24,On Time,0,12943
6253,Embraer ERJ155,VEKU,VOPC,15:35,18:34,On Time,0,49724
6254,Boeing 727,VEMR,VIBN,12:00,04:58,On Time,0,10325
6255,Boeing 737,VEJP,VEDG,20:39,02:29,On Time,0,10948
6256,Boeing 707,VELR,VO80,10:49,09:31,On Time,0,29047
6257,Boeing 707,VABV,VECC,08:08,08:48,On Time,1,30589
6258,Boeing 727,VOCI,VELR,10:29,17:32,On Time,0,8046
6259,Airbus A321,VEBI,VICX,08:17,22:54,On Time,0,19029
6260,Airbus A320,VIKG,VAPO,19:55,12:13,On Time,0,30624
6261,Embraer ERJ165,VEAT,VEGT,16:03,15:09,On Time,1,34797
6262,Embraer ERJ145,VIJO,VOMD,13:11,14:34,Delayed,2,42360
6263,Boeing 787,VEBG,VIAR,11:25,13:26,Delayed,2,22220
6264,Boeing 727,VAKE,VIDP,00:50,05:06,On Time,0,40127
6265,Boeing 737,VEKU,VEMN,21:52,20:24,Cancelled,1,38570
6266,Boeing 727,VEZO,VEGT,10:19,08:35,On Time,2,16845
6267,Boeing 787,VAHB,VOPC,01:32,16:57,Cancelled,0,31652
6268,Airbus A320,VIBN,VOSM,17:52,21:29,On Time,0,24772
6269,Airbus A332,VEBI,VABM,13:55,14:08,On Time,3,13870
6270,Boeing 727,VAID,VOCL,14:32,16:20,Delayed,1,27674
6271,Boeing 737,VOCB,VEMR,23:29,12:12,On Time,1,18884
6272,Boeing 727,VOTV,VOML,00:01,10:19,Delayed,0,34657
6273,Airbus A321,VEMN,VEAT,09:43,05:15,Delayed,0,23781
6274,Airbus A319,VEJP,VIAX,09:30,06:36,Delayed,1,20215
6275,Airbus A332,VEMR,VEJT,01:53,01:39,On Time,2,9346
6276,Embraer ERJ155,VELR,VIJU,18:00,04:22,On Time,1,45895
6277,Boeing 747,VOHS,VEGK,13:50,18:28,On Time,0,49691
6278,Airbus A321,VAPR,VOTV,09:16,23:26,On Time,0,30737
6279,Boeing 747,VAKJ,VIDP,05:28,13:05,Delayed,0,44186
6280,Boeing 727,VIAL,VOSM,21:11,00:17,On Time,3,42796
6281,Embraer ERJ165,VELR,VAUD,10:05,01:16,On Time,0,46737
6282,Boeing 727,VARP,VAOZ,03:27,03:42,Cancelled,0,13096
6283,Embraer ERJ155,VOTR,VEGT,08:29,06:10,Delayed,0,33881
6284,Airbus A321,VEKW,VEVZ,13:29,21:19,On Time,0,26264
6285,Airbus A320,VILK,VEDZ,12:21,02:41,On Time,3,48279
6286,Boeing 747,VAKJ,VOCL,09:05,23:22,On Time,0,17645
6287,Airbus A332,VAOZ,VORY,06:59,10:52,On Time,3,17519
6288,Boeing 787,VELR,VAAH,18:36,10:15,On Time,0,9564
6289,Boeing 707,VA1P,VIJP,19:18,03:20,On Time,0,41541
6290,Embraer ERJ145,VIDN,VAID,00:35,10:11,On Time,0,39566
6291,Boeing 737,VELR,VEJT,18:18,05:12,Delayed,1,37717
6292,Airbus A320,VAAK,VARK,15:33,12:37,On Time,2,15516
6293,Embraer ERJ145,VEBS,VABI,18:26,18:02,On Time,0,13181
6294,Boeing 727,VOCL,VABB,04:27,03:29,Cancelled,0,8436
6295,Embraer ERJ145,VOCP,VEGT,22:18,08:19,On Time,3,42095
6296,Airbus A332,VASD,VAPR,10:02,12:45,Cancelled,1,12677
6297,Boeing 747,VEJP,VELP,00:05,12:18,Cancelled,2,48068
6298,Airbus A319,VAPO,VEBI,22:47,14:27,On Time,0,26570
6299,Boeing 737,VOTJ,VEKW,22:58,03:58,Cancelled,0,38074
6300,Embraer ERJ155,VIJP,VOHY,23:31,08:36,Cancelled,0,25141
6301,Airbus A319,VISR,VASD,00:14,08:39,On Time,3,27001
6302,Boeing 727,VOBI,VIBN,11:16,03:29,Delayed,0,26485
6303,Embraer ERJ145,VEIM,VELP,11:22,14:00,Delayed,0,42253
6304,Airbus A332,VARP,VO55,12:35,02:45,On Time,3,45518
6305,Airbus A332,VO55,VERC,08:36,20:59,Cancelled,3,43098
6306,Boeing 737,VEJS,VARP,09:15,01:33,On Time,0,21058
6307,Airbus A319,VAHB,VABI,00:54,00:46,Cancelled,1,10150
6308,Airbus A321,VABO,VIBN,16:28,20:33,On Time,0,10772
6309,Airbus A319,VAGO,VIAX,01:38,14:59,Cancelled,2,38642
6310,Boeing 707,VOML,VOMD,12:41,21:59,On Time,2,6249
6311,Airbus A320,VOCI,VOTJ,02:53,01:40,Delayed,1,13747
6312,Airbus A320,VEBI,VOPN,06:18,08:24,On Time,0,35484
6313,Boeing 707,VICX,VIDN,13:49,07:09,Cancelled,2,25386
6314,Airbus A319,VAOZ,VEJS,22:17,00:36,On Time,3,36847
6315,Boeing 727,VAAH,VASD,19:39,07:50,On Time,2,47275
6316,Boeing 747,VEMR,VEMR,20:35,04:20,On Time,0,46065
6317,Boeing 747,VO55,VAAK,14:20,13:30,Cancelled,0,27830
6318,Boeing 727,VAGO,VEKW,18:52,08:09,On Time,0,12468
6319,Boeing 737,VIPT,VANP,02:07,21:24,On Time,1,5359
6320,Boeing 787,VO55,VOBI,01:39,23:45,Delayed,1,18248
6321,Boeing 737,VOML,VEPT,23:58,01:50,Delayed,0,48353
6322,Airbus A319,VEGK,VOWA,08:11,02:04,Cancelled,0,46723
6323,Airbus A321,VAPR,VISR,10:38,06:30,On Time,1,42187
6324,Boeing 727,VAPO,VIGR,22:55,22:53,On Time,3,19660
6325,Embraer ERJ145,VAAH,VEJT,07:03,22:20,Cancelled,0,34317
6326,Boeing 727,VAPR,VECC,20:56,09:22,On Time,1,24566
6327,Embraer ERJ155,VIAL,VEJP,04:51,02:59,On Time,1,22356
6328,Boeing 787,VERC,VOKN,18:24,19:57,On Time,0,27015
6329,Embraer ERJ165,VIJO,VAAU,15:19,02:13,On Time,0,11472
6330,Boeing 737,VO80,VEMR,15:18,19:49,Cancelled,1,8503
6331,Airbus A332,VIAL,VEDG,06:10,00:02,Cancelled,1,28667
6332,Airbus A332,VOPC,VIKG,04:22,11:29,On Time,3,5793
6333,Boeing 747,VAGO,VIAX,10:47,14:32,Cancelled,1,46664
6334,Embraer ERJ145,VEJT,VEBI,09:32,05:05,Cancelled,0,36241
6335,Boeing 707,VASL,VABO,13:34,19:54,Delayed,2,5255
6336,Embraer ERJ165,VABM,VIBK,11:59,00:51,On Time,0,45435
6337,Boeing 787,VIAR,VOSM,19:38,23:26,On Time,3,35719
6338,Boeing 737,VEGK,VOPC,10:01,11:32,Delayed,1,14695
6339,Airbus A321,VABB,VAOZ,05:33,18:15,On Time,0,11086
6340,Airbus A320,VEZO,VAGO,03:37,06:47,On Time,0,6154
6341,Boeing 727,VOSM,VORG,20:23,06:33,On Time,0,28951
6342,Airbus A319,VAUD,VIBK,18:26,11:54,On Time,0,39325
6343,Boeing 787,VERC,VASD,02:41,04:56,Delayed,0,35782
6344,Embraer ERJ165,VECC,VEKW,16:32,05:31,On Time,1,36474
6345,Airbus A319,VEKU,VEMN,18:04,22:53,On Time,0,42636
6346,Airbus A320,VOTP,VARP,19:41,14:18,On Time,0,19245
6347,Embraer ERJ155,VAND,VABJ,10:31,23:34,Delayed,2,9097
6348,Boeing 747,VEJS,VEPT,13:03,04:58,Cancelled,0,10253
6349,Embraer ERJ145,VELP,VOPC,05:09,01:03,Cancelled,1,42757
6350,Airbus A321,VAPR,VOML,19:21,02:23,On Time,1,24292
6351,Boeing 737,VEGT,VAUD,01:43,06:33,Delayed,0,27888
6352,Airbus A321,VELR,VOTJ,17:11,23:54,Delayed,1,31334
6353,Airbus A319,VIPK,VAUD,02:30,18:53,On Time,0,29727
6354,Boeing 787,VEGK,VOHS,00:17,16:11,On Time,2,10008
6355,Boeing 727,VOMM,VEGT,11:14,06:06,On Time,3,46382
6356,Embraer ERJ155,VAJM,VEAT,12:25,13:29,Cancelled,0,29941
6357,Airbus A321,VIBK,VOTP,02:20,17:31,On Time,1,14813
6358,Embraer ERJ165,VEMH,VEBG,14:32,17:11,Delayed,3,23686
6359,Boeing 707,VELP,VAUD,04:27,08:15,Delayed,0,23398
6360,Boeing 737,VIJO,VIAX,11:04,14:51,Delayed,1,46404
6361,Airbus A321,VABV,VOMD,13:15,05:38,On Time,2,11391
6362,Airbus A321,VABM,VAID,00:08,08:04,Delayed,0,16652
6363,Boeing 727,VEBD,VA1P,00:08,00:22,On Time,0,28843
6364,Boeing 737,VOCI,VILH,01:12,21:09,Delayed,0,44364
6365,Boeing 737,VAUD,VEJP,19:37,05:43,On Time,1,9964
6366,Boeing 787,VABM,VOTJ,05:26,01:00,Delayed,0,22242
6367,Embraer ERJ155,VIBK,VAAK,21:03,21:32,On Time,2,35668
6368,Embraer ERJ165,VEMR,VOKN,02:42,20:07,On Time,0,43329
6369,Airbus A319,VECC,VARK,22:25,17:10,On Time,3,18301
6370,Boeing 737,VELR,VAPO,10:20,07:47,Cancelled,3,33031
6371,Embraer ERJ155,VEBD,VEJP,00:38,14:28,On Time,1,44434
6372,Embraer ERJ145,VAHB,VAPR,06:26,17:21,On Time,0,10513
6373,Boeing 747,VOBL,VAJM,18:30,05:04,Delayed,3,5744
6374,Airbus A320,VA1P,VIPK,06:22,11:23,On Time,0,8650
6375,Boeing 737,VEGK,VIDN,17:01,04:50,On Time,1,10193
6376,Airbus A319,VABI,VIJU,23:45,16:25,On Time,0,36058
6377,Boeing 707,VICX,VOPB,04:43,07:13,Cancelled,1,31846
6378,Boeing 727,VEGT,VASD,15:14,19:40,On Time,1,49933
6379,Boeing 707,VAPR,VERC,13:43,01:23,Cancelled,0,14775
6380,Embraer ERJ155,VOMM,VOTJ,08:31,20:11,On Time,1,9328
6381,Boeing 787,VIBY,VICX,18:36,23:48,Delayed,0,47175
6382,Embraer ERJ165,VIKG,VICG,10:49,13:27,On Time,1,45761
6383,Boeing 727,VIAL,VEMR,20:47,06:21,On Time,0,20633
6384,Boeing 747,VO55,VOML,11:25,07:38,Cancelled,1,40752
6385,Boeing 707,VIAR,VAPR,08:10,04:36,On Time,1,38694
6386,Embraer ERJ145,VOPN,VOCB,12:51,22:46,On Time,1,40416
6387,Airbus A320,VAOZ,VECC,15:56,02:46,Delayed,0,29041
6388,Boeing 727,VEZO,VEBD,11:10,06:52,On Time,3,15209
6389,Embraer ERJ165,VIAX,VOTP,15:55,01:20,Delayed,3,44927
6390,Airbus A319,VEIM,VEBG,08:13,05:42,Cancelled,0,20969
6391,Boeing 737,VAOZ,VOTR,10:40,10:35,Cancelled,1,25637
6392,Boeing 737,VIBN,VICX,09:56,23:47,Delayed,2,21652
6393,Boeing 787,VEPG,VILK,10:01,17:00,On Time,3,31470
6394,Airbus A321,VEJS,VAHB,20:26,20:17,Cancelled,0,33526
6395,Boeing 787,VABP,VEIM,02:12,07:35,On Time,3,48574
6396,Boeing 707,VISR,VEMH,18:50,03:59,On Time,0,36898
6397,Boeing 787,VOTJ,VOPB,18:08,19:50,On Time,2,44476
6398,Airbus A319,VABJ,VIGR,17:40,17:01,On Time,2,18901
6399,Boeing 727,VEKU,VAKJ,20:37,12:18,Delayed,1,23423
6400,Boeing 707,VAHB,VEBG,09:54,02:11,On Time,3,26033
6401,Embraer ERJ145,VELR,VIGR,02:15,11:56,Delayed,0,16313
6402,Airbus A332,VICG,VEGT,02:45,12:15,On Time,0,34574
6403,Airbus A332,VEJS,VIAL,02:12,08:24,On Time,0,42125
6404,Boeing 747,VOCB,VASD,08:03,21:05,Delayed,0,22175
6405,Airbus A320,VIDN,VAAH,23:21,17:09,On Time,3,21472
6406,Boeing 737,VEBS,VIBN,17:06,22:04,Cancelled,0,30113
6407,Airbus A320,VISR,VAOZ,07:50,11:49,Delayed,2,12890
6408,Embraer ERJ165,VOPN,VEJT,20:05,20:32,Delayed,1,13543
6409,Boeing 747,VEAT,VIGR,01:47,02:00,Delayed,0,15521
6410,Boeing 747,VOMM,VILH,10:55,15:43,Delayed,1,26759
